text,label
"invoice_no: 58162869
invoice_date: 05/18/2019
seller: Foster, Jones and Contreras 2575 Gary Tunnel Apt. 001 Lake Morgan, NV 34033
client: Stevens and Sons 09064 Quinn Ports Suite 182 New Dominiqueland, WI 66090
seller_tax_id: 913-82-2688
client_tax_id: 975-82-2659
iban: GB96EYM97832620804289",receipt
"invoice_no: 81432357
invoice_date: 07/30/2020
seller: Tran LLC 286 Marilyn Crescent New jonathanborough, CT 67755
client: Golden, Gross and Rivera 299 Megan Bypass Apt. 471 Robertview, CO 69857
seller_tax_id: 930-70-8573
client_tax_id: 979-72-2010
iban: GB20WXD517725959227934",receipt
"invoice_no: 19136863
invoice_date: 11/15/2013
seller: Lewis Group 6756 Morgan Lakes Port Derek, AK 56886
client: Avila, Garcia and Murray USNV Miller FPO AE 32133
seller_tax_id: 952-77-9653
client_tax_id: 905-92-7797
iban: GB61XOXO25249384522530",receipt
"invoice_no: 80918693
invoice_date: 06/19/2020
seller: Charles-Parsons 52021 Austin Pike Chrisfurt, MN 19506
client: Jacobs, Patterson and Church 95607 Sharon Walk Suite 213 Wustad, NC 65483
seller_tax_id: 950-81-5221
client_tax_id: 926-74-6452
iban: GB18PNIV39677081591282",receipt
"invoice_no: 83613779
invoice_date: 06/25/2014
seller: Larson-Grant 524 Crystal Fall Suite 311 Montgomeryburg"", OR 70049
client: Weiss, Beard and Ayala USNS Newman FPO AE 49491
seller_tax_id: 961-97-6075
client_tax_id: 942-83-9294
iban: GB89A5DD09493288018778",receipt
"invoice_no: Date
invoice_date: 03/23/2020
seller: Mcculough-Bradley 457 Vargas Brook Suite 967 East James, MA 63095
client: Cross-Estrada 7297 Smith Roads Lake Sherri, TN 88469
seller_tax_id: 905-94-2945
client_tax_id: 915-81-8637
iban: GB76GUQO07697012433171",receipt
"invoice_no: 72744145
invoice_date: 03/29/2016
seller: Elliott, Simon and Taylor 365 Tyler Plaza Lake Jessica, ND 82382
client: Hopkins, Graves and Baker 36477 Baker Groves Apt. 526 Lake Veronicatown, NC 12403
seller_tax_id: 953-92-2203
client_tax_id: 900-91-6751
iban: GB215ZAV32374970565640",receipt
"invoice_no: 76999802
invoice_date: 07/14/2020
seller: Nolan, Williams and Roach 6916 Terry Forest Kelseyland, WI 95749
client: Dixon, Hall and Payne 104 Maxwell Coves Merrittport, MI 90167
seller_tax_id: 962-85-6776
client_tax_id: 953-71-2727
iban: GB64FEHQ32175908346356",receipt
"invoice_no: 13044521
invoice_date: 01/02/2013
seller: Johnson Group 41474 Alexa Valley Maddoxside, DC 90699
client: Garcia and Sons 6500 Diana Terrace Suite 601 New Laura, DC 84719
seller_tax_id: 942-98-3474
client_tax_id: 961-71-7742
iban: GB76MFUI00830830050935765",receipt
"invoice_no: 59336079
invoice_date: 01/09/2012
seller: Perry, Brown and Hudson 2180 Huffman Curve Jackville, ND 19375
client: Rogers-Brown USS Kaufman FPO AP 23378
seller_tax_id: 914-78-6724
client_tax_id: 955-90-1162
iban: GB73RSAW75064180740470",receipt
"invoice_no: 51265939
invoice_date: 11/16/2016
seller: Leonard, Forbes and Allen 99683 Sutton Radial Michaelborough, TN 49273
client: Weaver-Carr 83911 Steve Mount Suite 751 Cliffordstad, MT 16718
seller_tax_id: 963-99-3171
client_tax_id: 996-90-5190
iban: GB24NDPE47193318639194",receipt
"invoice_no: 29870205
invoice_date: 03/15/2013
seller: Banks, Wright and Mills 13451 Taylor Mountain Lake Lauren, FL 85948
client: White LLC USCGC Duran FPO AP 85163
seller_tax_id: 975-87-5254
client_tax_id: 997-85-8631
iban: GB27CNMR41415802215005",receipt
"invoice_no: 16692901
invoice_date: 04/03/2018
seller: Jackson-Oliver 8041 Hawkins Village Suite 629 Garciahaven, AZ 99709
client: Tucker-Diaz 22764 Murphy Garden North Nicoleberg, RI 90466
seller_tax_id: 911-70-7669
client_tax_id: 911-83-7666
iban: GB93CNVP09591308802379",receipt
"invoice_no: 27216737
invoice_date: 05/23/2018
seller: Nicholson, Hamilton and Holder 425 Alyssa Mills Suite 578 Tracyshire, WI 66027
client: Campbell and Sons 853 Kristen Light Suite 482 Port Samantha, ID 90647
seller_tax_id: 973-80-8757
client_tax_id: 998-85-9901
iban: GB58DFZ287387387694076811",receipt
"invoice_no: 79587541
invoice_date: 08/02/2014
seller: Baker-Wagner 909 Duarte Drive Apt. 874 Joelfort, NH 24372
client: Horton, Gillespie and Moore 711 Richard Cove Suite 885 East Mindy, WY 58533
seller_tax_id: 971-99-0928
client_tax_id: 965-80-2789
iban: GB24KUOP15238222815223",receipt
"invoice_no: 61264237
invoice_date: 10/25/2020
seller: Larson,. Jones and Liu 4154 Jennifer Vista Tracyfort, MN 65215
client: Cisneros Group 81225 Steven Street Kerrmouth, NY 78258
seller_tax_id: 916-74-1494
client_tax_id: 990-87-1503
iban: GB69HBKR40305240693626",receipt
"invoice_no: 26363966
invoice_date: 06/13/2016
seller: Griffin, Cox and Day 3670 Wong Keys South Troy, NV46433
client: Fox Inc 76771 Watson Knoll Northjoshuaberg, AK 66475
seller_tax_id: 989-73-7669
client_tax_id: 935-80-4731
iban: GB70PACC8898989412041655",receipt
"invoice_no: 19512841
invoice_date: 06/18/2012
seller: Camacho-Stewart 99489 Brown Stream Whitetown, NY 24886
client: Fleming Ltd 55160 Robert Way Jamesland, KY 92755
seller_tax_id: 971-74-5288
client_tax_id: 914-75-0393
iban: GB42KUJL76533439438067",receipt
"invoice_no: 61619303
invoice_date: 09/20/2013
seller: Glenn, Roberts and Cochran 673 Ryan Loop Rodriguezhaven, NE 81351
client: Burgess, Evans and Moreno 0243 Adkins Shoals Westchester, AK 72317
seller_tax_id: 930-98-2356
client_tax_id: 971-86-1778
iban: GB89PBXV06755096377275",receipt
"invoice_no: 86602235
invoice_date: 04/03/2021
seller: Yoder Inc 0908 Corey Key East Bobbymouth, KY 79023
client: Barnes-Morton 329 Marcia Lodge Port Markview, AL 25138
seller_tax_id: 928-77-9757
client_tax_id: 915-79-3513
iban: GB71QJNA44395529511929",receipt
"invoice_no: 83186249
invoice_date: 03/06/2014
seller: Jacobs-Curtis 374 Valencia Harbors Apt. 663 Osbornland, PA 76183
client: Moody LLC 360 Lindsay Pines Suite 692 Howellberg, WI 25854
seller_tax_id: 988-72-5767
client_tax_id: 909-91-3875
iban: GB38KESD41789012470679",receipt
"invoice_no: 10372826
invoice_date: 05/15/2019
seller: Graham, Briggs and Anderson 2056 Martin Extensions Port Christopherton, VA 87978
client: Moore Group 89000 Christopher Brook Port Richardmouth, CA 87376
seller_tax_id: 975-98-4861
client_tax_id: 978-80-2701
iban: GB565DLA43798626107179",receipt
"invoice_no: 54533510
invoice_date: 02/10/2021
seller: Tucker Inc 160 Kaitlin Flat Griffithhaven, DC90675
client: Skinner Group 281 Cameron Alley East Marktown, CT 76958
seller_tax_id: 925-76-7636
client_tax_id: 904-87-0658
iban: GB15JPFA79210576920492",receipt
"invoice_no: 99788357
invoice_date: 10/14/2018
seller: Lee-Everett 2239 Austin Flats North Antonio, KS 84993
client: Valdez, Young and Ingram 90080 Benjamin Locks New Loretta, NH 77733
seller_tax_id: 978-77-8519
client_tax_id: 954-84-8461
iban: GB98RBEM11152229914136",receipt
"invoice_no: 39760888
invoice_date: 07/20/2017
seller: Willamson-Rogers 8214 Douglas Well Lauraland, DC 14785
client: Yates and Sons 2569 Gloria Ridges Wallaceview, FL 68952
seller_tax_id: 968-74-1503
client_tax_id: 908-84-3278
iban: GB51ROKZ765476547758479639",receipt
"invoice_no: 60241381
invoice_date: 10/02/2018
seller: Stevens-Black 35899 Sean Plaza Jasonton, NE 23838
client: Higgins, Bautista and Harrison PSC 7664, Box 0557 APO AE 53176
seller_tax_id: 939-88-5337
client_tax_id: 953-83-6989
iban: GB31FUBU09086285398305",receipt
"invoice_no: 80036269
invoice_date: 02/27/2018
seller: Mccarty-Mcgee 6898 Marshall Radial Youngmouth, KY 32938
client: Hull, Page and Perez 865 Marissa River Suite 364 West Christopher, KS 80815
seller_tax_id: 983-98-4047
client_tax_id: 907-74-5378
iban: GB71TLWQ752375237996090641",receipt
"invoice_no: 20653012
invoice_date: 08/03/2013
seller: Smith and Sons 237 Steven Views Lake Robert, MI 28151
client: Coleman Inc 44067 Woods Meadows Suite 659 Mariamouth, UT 44968
seller_tax_id: 912-86-5998
client_tax_id: 918-88-4124
iban: GB46MLEX00282137220677",receipt
"invoice_no: 43417184
invoice_date: 01/15/2017
seller: Johnson, Frye and Jones 986 Jacob Common Rodrigueztown, NE 91278
client: Garner-Robinson 54313 Scott Drive East Emilyburgh, ME 01916
seller_tax_id: 925-77-5397
client_tax_id: 928-92-0135
iban: GB83ZOYM71778356681564",receipt
"invoice_no: 56514066
invoice_date: 05/14/2014
seller: Snyder, Williams and Walter 77701 Francisco Shoals Scottmouth, DC 45561
client: Keller Inc 562 Rebecca Stravenue Morganchester, MI 55326
seller_tax_id: 905-75-8307
client_tax_id: 955-86-3035
iban: GB76WTTH68902414885248",receipt
"invoice_no: 16131761
invoice_date: 12/04/2015
seller: Figueroa, Richard and Hunter 177 Ralph Oval Apt. 840 Lake Julie, MD 68049
client: Watts-Glover 765 Danny Islands New Robinberg, KS 90636
seller_tax_id: 997-81-6205
client_tax_id: 960-96-3792
iban: GB67GACG37604699494790",receipt
"invoice_no: 86883880
invoice_date: 06/16/2018
seller: Rhodes, Young and Yoder 41630 Sanchez Avenue Lake Nathan, MO 18866
client: Davis PLC 7257 Chelsea Circle North Victoria, MI 38860
seller_tax_id: 995-92-6109
client_tax_id: 988-72-4811
iban: GB63WG5195835835863625969",receipt
"invoice_no: 76330023
invoice_date: 05/04/2018
seller: Baker-Jackson 656 Erica Hills Port Danielleborough, NV 55762
client: Obrien Ltd 246 Huff Forest Freemantown, NC 87868
seller_tax_id: 950-81-6113
client_tax_id: 967-73-1985
iban: GB07LTFN50234175514194",receipt
"invoice_no: 42242778
invoice_date: 03/05/2017
seller: Roberson and Sons 77336 Steven Plains East Ann, DC 60349
client: Moore, Hall and Figueroa 535 Martin Heights Apt. 974 North Ryantown, TX 02748
seller_tax_id: 941-98-3262
client_tax_id: 945-77-2539
iban: GB14OANA54164164825940161",receipt
"invoice_no: 59932057
invoice_date: 01/17/2021
seller: Navarro-Jensen 092 David Plains Apt. 475 Williamsonport, NM 97897
client: Jones Inc 31107 Nicholas Crest Apt. 286 Tammyfurt, RI 24469
seller_tax_id: 930-91-8783
client_tax_id: 984-73-8910
iban: GB54JPDR27618813241451",receipt
"invoice_no: 91966464
invoice_date: 08/24/2020
seller: Taylor and Sons 073 Christopher Fall Georgemouth, CA 01544
client: Hays and Sons 63998 Rojas Trafficway Port Danny, NC 49968
seller_tax_id: 982-80-5952
client_tax_id: 990-91-6829
iban: GB14ETFJ75094365759842",receipt
"invoice_no: 45802970
invoice_date: 03/30/2021
seller: Walter-Robbins 454 Ward Heights Port Joshuafort, OK49084
client: Lopez, Pearson and Garcia 4300 Vincent Fort Apt. 067 Silvaland, MN 16233
seller_tax_id: 991-91-1867
client_tax_id: 911-96-4726
iban: GB94QNPA65418582220361",receipt
"invoice_no: 37020779
invoice_date: 12/23/2019
seller: Duke, Levy and Arnold 8058 Ross Alley Apt. 327 Christineburgh, WI90565
client: Jenkins-Lewis 166 Sandra Circle Reyesport, MO 30297
seller_tax_id: 929-98-4501
client_tax_id: 961-79-9117
iban: GB28NIDB28600352656717",receipt
"invoice_no: 56282973
invoice_date: 06/30/2015
seller: Davis, Orozco and Walsh 238 Regina Harbors Dylanborough, MS 91324
client: Boyer, Trevino and Hines PSC 8001, Box 1211 APO AP 77071
seller_tax_id: 935-74-2338
client_tax_id: 980-95-9276
iban: GB27EQLH201020102392333879",receipt
"invoice_no: 74322107
invoice_date: 02/02/2016
seller: Davis-Obrien 736 Derek Station Suite 883 New Laura, WA 77568
client: Taylor Ltd 213 Thomas Vista East Zacharyshire, WI 95033
seller_tax_id: 930-75-0933
client_tax_id: 915-98-4870
iban: GB31YDUN56799610017131",receipt
"invoice_no: 38248291
invoice_date: 06/18/2012
seller: Campbell and Sons USNS Smith FPO AP 47156
client: Weber-Torres 197 Wolf Crest Apt. 619 Adamberg, PA 51821
seller_tax_id: 927-75-0773
client_tax_id: 979-73-1065
iban: GB38UEPR54275047173710",receipt
"invoice_no: 93281048
invoice_date: 11/27/2017
seller: Reilly, Hicks and Hughes 0413 Joe Ford Goodwinchester, AZ 52058
client: Benson, Medina and Hamilton 46561 Charles Groves Blackmouth, ME 72341
seller_tax_id: 955-92-1246
client_tax_id: 912-87-0223
iban: GB81DFM/63938748923911",receipt
"invoice_no: 34287467
invoice_date: 06/21/2017
seller: Rowe, Payne and Stewart 4935 Hughes Dale Cordovafort, MS 61728
client: Daniel LLC 2281 Nguyen Estate Suite 364 Morganside, PA 47744
seller_tax_id: 929-73-8985
client_tax_id: 926-73-7789
iban: GB83MGVR77768021068036",receipt
"invoice_no: 75106829
invoice_date: 09/03/2011
seller: Young, Gonzalez and Russell 95753 Sims Pike Apt. 538 Carloschester, DC 24903
client: Adams, Garza and Lynch 21585 Allison Locks Perezchester, RI 36940
seller_tax_id: 992-86-2258
client_tax_id: 974-81-1711
iban: GB59ULSR65276761398847",receipt
"invoice_no: 23706524
invoice_date: 12/15/2013
seller: Carter, Boyer and Ware 753 Brown Drive Suite 298 Lake Holly, CT 91196
client: Walker LLC 44433 Anderson Squares New Paulaborough, TX 39203
seller_tax_id: 926-95-0135
client_tax_id: 993-95-1050
iban: GB41MPXW99737930260584",receipt
"invoice_no: 48650328
invoice_date: 01/23/2019
seller: Dunn PLC 26928 Henry Mountain West Joshua, AZ 20100
client: Steele PLC 9260 Gutierrez Pass New Derek, SC 13007
seller_tax_id: 936-83-8123
client_tax_id: 967-75-1897
iban: GB35OAOF63174638622354",receipt
"invoice_no: 43846862
invoice_date: 01/10/2017
seller: Phillips PLC USCGC Harrington FPO AE 01096
client: Elliott, Moreno and Garcia 085 Schmitt Loaf Apt. 207 Kimberlychester, DE 81788
seller_tax_id: 950-85-9169
client_tax_id: 941-78-0381
iban: GB32TDGW94197567592729",receipt
"invoice_no: 27892893
invoice_date: 01/16/2020
seller: Reeves-Campbel. 547 Linda Motorway Port Alexanderland, VT 83464
client: Duncan and Sons 33652 Allen Drive Suite 359 New Jose, NC 55061
seller_tax_id: 978-86-6798
client_tax_id: 985-73-9787
iban: GB81GHCL17739395393702",receipt
"invoice_no: 45181097
invoice_date: 02/24/2018
seller: Long, Alvarez and Mendoza 1303 Stuart Centers Bautistafurt, FL 80497
client: Hobbs Group 91981 Darlene Fork Lake Kennethmouth, NV 76378
seller_tax_id: 926-72-1593
client_tax_id: 977-99-7808
iban: GB84CEYB30028969299840",receipt
"invoice_no: 43825047
invoice_date: 05/09/2020
seller: Diaz, Bryan and Garcia 683 Diana Shores Moranborough, PA 57938
client: Price-Williams 7811 Newman Roads Lake Sharonstad, PA 95866
seller_tax_id: 961-77-2514
client_tax_id: 933-97-0448
iban: GB94PUCB83711320168955",receipt
"invoice_no: 33931957
invoice_date: 12/17/2015
seller: Rojas-Cook 0132. Joy Views Apt. 106 Burnstown, LA 74485
client: Cohen LLC 637 Blake Keys New Ryanchester, NM 64213
seller_tax_id: 957-97-8143
client_tax_id: 903-94-1332
iban: GB17YMKF08477262646620",receipt
"invoice_no: 89174655
invoice_date: 01/19/2016
seller: Hayden-Young 5394 David Motorway Apt. 573 South Amandaville, NV 46198
client: Guerrero Group 53693 Donna Neck Brownburgh, OH 92017
seller_tax_id: 911-87-3432
client_tax_id: 970-77-2494
iban: GB89RLS95828897014080",receipt
"invoice_no: 48902311
invoice_date: 03/31/2016
seller: Hill Group 47445 Tiffany Canyon Suite 530 Lake Carolyn, MN 88734
client: Calhoun PLC 692 Pittman Square Apt. 121 Victorfort, KY 65016
seller_tax_id: 964-97-3541
client_tax_id: 961-78-6129
iban: GB57H5XH62221465152779",receipt
"invoice_no: 92034501
invoice_date: 12/12/2015
seller: Smith, Anderson and Johnson 24142 Lambert Shore Suite 134 Mayoport, IL 75224
client: Rodriguez, Johnson and David 462 Bowman Mission North Sarahmouth, MN 36061
seller_tax_id: 964-80-1298
client_tax_id: 982-92-5014
iban: GB4OIOKZ01957551465223",receipt
"invoice_no: 69087316
invoice_date: 08/12/2011
seller: Simmons-Henry 185 Stewart Mall Phillipsland, AK 27118
client: Adkins LLC 138 Stephanie Keys Joycemouth, KS 06054
seller_tax_id: 918-88-0475
client_tax_id: 995-99-7750
iban: GB27WNAR01832208898507",receipt
"invoice_no: 81296657
invoice_date: 09/14/2018
seller: Schmidt-Fitzgerald 866 Nicholas Cliff Apt. 842 Robertfurt, IN 29490
client: Gordon-James 85816 Barnes Prairie Apt. 101 Port Matthew, MS 47751
seller_tax_id: 986-79-2527
client_tax_id: 905-99-8467
iban: GB98HXBC09528194943886",receipt
"invoice_no: 89098949
invoice_date: 11/18/2018
seller: Mason-Cross 0258 Katie Terrace Lake Joseph, DC 99273
client: Short-Gonzalez 378 Elijah Divide North Sharon, NM 63947
seller_tax_id: 916-96-8787
client_tax_id: 956-72-7845
iban: GB21BNCC20926036398760",receipt
"invoice_no: 10817861
invoice_date: 06/09/2020
seller: Hughes-jones 565 Michael Cape Apt. 347 Port Brianside, DE 28251
client: Shaw, Williams and Johnston 08089 Arnold Trail Suite 577 West Valerieland, MS 52039
seller_tax_id: 905-82-3364
client_tax_id: 949-85-0610
iban: GB58X55C05650878610110",receipt
"invoice_no: 71177260
invoice_date: 06/11/2014
seller: Henry Inc 8786 Mcgee Junctions Suite 614 Port Peggy, VT 29244
client: Gay, Wilson and Green PSC 1897, Box 7430 APO AP 37043
seller_tax_id: 911-74-1248
client_tax_id: 979-73-7202
iban: GB06WBBD78186151252053",receipt
"invoice_no: 65166425
invoice_date: 11/14/2020
seller: Wagner PLC 74685 Patricia Ferry Suite 974 Maureenside, DE 84080
client: GutierrezWillams USCGC Cannon FPO AP 22243
seller_tax_id: 963-76-4291
client_tax_id: 902-81-1977
iban: GB74LWZA78599473788589",receipt
"invoice_no: 92802196
invoice_date: 04/09/2017
seller: Cruz-Rice 7462 Gregory Bridge Suite 646 Cummingsland, OR 77232
client: Phillips Group 710 Lindsey Trace East Beckyberg, IA 98371
seller_tax_id: 958-81-8259
client_tax_id: 949-90-8020
iban: GB21WGRX66264978614845",receipt
"invoice_no: 70372519
invoice_date: 05/01/2013
seller: Williamson, Murphy and Winters 6341 Pamela Views Smithtown, DC 63428
client: Brown, Rodriguez and Lopez 8747 Charles Alley Sherrybury, CT 27957
seller_tax_id: 970-75-4240
client_tax_id: 933-82-8453
iban: GB19KZPB65453134501012",receipt
"invoice_no: 58097062
invoice_date: 04/05/2013
seller: Wright-Alvarez 8309 Bernard Village Apt. 284 Robinsonshire, VT 35375
client: Harper-Flynn 753 Acevedo Crossroad Suite 727 West Marcus, NY 87119
seller_tax_id: 922-84-4511
client_tax_id: 964-84-7884
iban: GB79CMCC33561352409593",receipt
"invoice_no: 66700610
invoice_date: 06/19/2013
seller: Collins-Cooley 4425 Ricky Flat Michaelview, MI 08322
client: Grant PLC 833 Williams Island Suite 889 Stewartfort, KS 31161
seller_tax_id: 950-84-4233
client_tax_id: 922-81-2426
iban: GB29DRKV13313313481883804",receipt
"invoice_no: 87280945
invoice_date: 03/05/2012
seller: Burton Inc 5917 Carr Forge Apt. 998 Port Brandi, OK 94611
client: Daniels, Garcia and Larson 2461 Blair Freeway Suite 091 South Bradley, WI 73722
seller_tax_id: 955-83-7886
client_tax_id: 927-84-9052
iban: GB33BRCP82220700422203",receipt
