information,label,specific_label
"
**PUNJAB NATIONAL BANK - PASSBOOK**
Branch: Bernard, Sutton and Clark
Branch Code: 68551
IFSC: JKBZ99789375017645

ACCOUNT DETAILS
-------------
Name: Justin Thomas
Account No.: 8202598812
Type: Current
Customer ID: 9193254200
Mobile: 318-779-6488

TRANSACTION RECORD
---------------
Date | Particulars | Instrument No | Debit | Credit | Balance
2024-12-06 | away | 5563761111 | 5000 | 10000 | 10000

Keep your passbook updated regularly
",passbook,passbook details
"
**PUNJAB NATIONAL BANK - PASSBOOK**
Branch: Ball-Thompson
Branch Code: 92201
IFSC: SULD64275466697603

ACCOUNT DETAILS
-------------
Name: Kelsey Thomas
Account No.: 6978177184
Type: Savings
Customer ID: 6964558762
Mobile: 435.289.9812

TRANSACTION RECORD
---------------
Date | Particulars | Instrument No | Debit | Credit | Balance
2024-06-11 | idea | 5927529082 | 5000 | 2000 | 10000

Keep your passbook updated regularly
",passbook,passbook details
"
**YES BANK - PASSBOOK**
Branch: Fuller, Mann and Galloway
IFSC Code: DFYO82634570591760

ACCOUNT HOLDER INFORMATION
-----------------------
Account Name: 
Account Number: 1749929679
Product Type: 
Customer ID: 6314955350
Statement Period: 

TRANSACTION DETAILS
----------------
Transaction Date | Narration | Reference | Withdrawals | Deposits | Balance
2024-06-22 |  |  |  |  | 50000

For any assistance, please call YES BANK 24/7 at 1800 1200
",passbook,passbook details
"
**YES BANK - PASSBOOK**
Branch: Carter Ltd
IFSC Code: HQES85832680487099

ACCOUNT HOLDER INFORMATION
-----------------------
Account Name: 
Account Number: 4160593858
Product Type: 
Customer ID: 8293760949
Statement Period: 

TRANSACTION DETAILS
----------------
Transaction Date | Narration | Reference | Withdrawals | Deposits | Balance
2024-03-19 |  |  |  |  | 50000

For any assistance, please call YES BANK 24/7 at 1800 1200
",passbook,passbook details
"
**CANARA BANK - PASSBOOK**
Branch: Baker, Payne and Evans
IFSC Code: AZHG36470109242114

ACCOUNT DETAILS
-------------
Name of Account Holder: Mario Young
Account Number: 7246520169
Type of Account: NRI
Customer ID: 8591469064
Mobile Number: 2939765006

TRANSACTION ENTRIES
----------------
Date | Description | Ref.No/Cheque | Debit | Credit | Balance
2024-11-29 | fund | 206901 | 10000 | 2000 | 50000

Please keep your passbook updated
",passbook,passbook details
"
**CANARA BANK - PASSBOOK**
Branch: Richard-Fields
IFSC Code: KMVZ63976486087465

ACCOUNT DETAILS
-------------
Name of Account Holder: Scott Mcintyre
Account Number: 6524237338
Type of Account: Current
Customer ID: 4053076595
Mobile Number: 001-764-865-1597

TRANSACTION ENTRIES
----------------
Date | Description | Ref.No/Cheque | Debit | Credit | Balance
2024-09-19 | growth | 13270 | 10000 | 2000 | 20000

Please keep your passbook updated
",passbook,passbook details
"
**UNION BANK OF INDIA - PASSBOOK**
Branch Name: Estes-Martin
IFSC: NHDK41386690665007

ACCOUNT INFORMATION
-----------------
Account Holder Name: 
Account Number: 2454935777
Account Type: Current
CIF Number: 
Mobile: +1-297-700-7102x69731

TRANSACTION DETAILS
----------------
Date | Transaction Description | Cheque/Ref No. | Withdrawal | Deposit | Balance
2024-03-04 | get | 733582 | 5000 | 2000 | 20000

Keep your mobile number updated for SMS alerts
",passbook,passbook details
"
**UNION BANK OF INDIA - PASSBOOK**
Branch Name: Mccoy Ltd
IFSC: MOWY54800795339919

ACCOUNT INFORMATION
-----------------
Account Holder Name: 
Account Number: 4395763570
Account Type: Savings
CIF Number: 
Mobile: 932-761-1823x4352

TRANSACTION DETAILS
----------------
Date | Transaction Description | Cheque/Ref No. | Withdrawal | Deposit | Balance
2024-05-26 | image | 791099 | 5000 | 5000 | 20000

Keep your mobile number updated for SMS alerts
",passbook,passbook details
"
**BANK OF BARODA - PASSBOOK**
Branch: Gonzalez-Gutierrez
IFSC Code: RWMZ92983214087576

ACCOUNT DETAILS
-------------
Customer Name: James King
Account Number: 1381822042
Scheme Code: 2030
Customer ID: 7283658326
Account Opening Date: 2013-05-30

TRANSACTION RECORD
---------------
Tran Date | Particulars | Instrument No | Debit | Credit | Balance
 | she | 2994011236 | 1000 | 10000 | 20000

Please quote your account number in all correspondence
",passbook,passbook details
"
**BANK OF BARODA - PASSBOOK**
Branch: Walton Ltd
IFSC Code: CBWQ53890057511343

ACCOUNT DETAILS
-------------
Customer Name: Joseph Shannon
Account Number: 893058773
Scheme Code: 37262
Customer ID: 6834931831
Account Opening Date: 2004-06-17

TRANSACTION RECORD
---------------
Tran Date | Particulars | Instrument No | Debit | Credit | Balance
 | section | 7267644368 | 5000 | 10000 | 50000

Please quote your account number in all correspondence
",passbook,passbook details
